vid	yid	start	end	raw-text	tokenized-text	gloss	split
GzSB9ILTbV8-00:18:41.553-00:18:43.088	GzSB9ILTbV8	00:18:41.553	00:18:43.088	I'm not sure where it was.	im not sure where it was		train
GzSB9ILTbV8-00:18:43.155-00:18:47.192	GzSB9ILTbV8	00:18:43.155	00:18:47.192	They would have movies and plays	they would have movies and plays		test
GzSB9ILTbV8-00:18:47.259-00:18:49.928	GzSB9ILTbV8	00:18:47.259	00:18:49.928	Oliver and Oklahoma.	oliver and oklahoma		valid
GzSB9ILTbV8-00:18:52.498-00:18:54.900	GzSB9ILTbV8	00:18:52.498	00:18:54.900	And what we would do is, we	and what we would do is we		train
GzSB9ILTbV8-00:18:54.967-00:18:55.400	GzSB9ILTbV8	00:18:54.967	00:18:55.400	before.	before		train
GzSB9ILTbV8-00:18:55.467-00:18:57.803	GzSB9ILTbV8	00:18:55.467	00:18:57.803	We would read them, read the	we would read them read the		train
GzSB9ILTbV8-00:18:57.870-00:18:58.904	GzSB9ILTbV8	00:18:57.870	00:18:58.904	and then we'd watch them.	and then wed watch them		train
GzSB9ILTbV8-00:18:58.971-00:19:01.707	GzSB9ILTbV8	00:18:58.971	00:19:01.707	We would try to lip read	we would try to lip read		train
GzSB9ILTbV8-00:19:01.773-00:19:02.908	GzSB9ILTbV8	00:19:01.773	00:19:02.908	were doing with their mouths.	were doing with their mouths		train
GzSB9ILTbV8-00:19:02.975-00:19:04.142	GzSB9ILTbV8	00:19:02.975	00:19:04.142	And then we would	and then we would		train
GzSB9ILTbV8-00:19:04.209-00:19:05.644	GzSB9ILTbV8	00:19:04.209	00:19:05.644	oh, I think this is that	oh i think this is that		train
GzSB9ILTbV8-00:19:05.711-00:19:07.045	GzSB9ILTbV8	00:19:05.711	00:19:07.045	before that we read about.	before that we read about		train
GzSB9ILTbV8-00:19:07.112-00:19:08.947	GzSB9ILTbV8	00:19:07.112	00:19:08.947	And we saw how all	and we saw how all		train
GzSB9ILTbV8-00:19:09.014-00:19:10.549	GzSB9ILTbV8	00:19:09.014	00:19:10.549	And that's what we did.	and thats what we did		train
GzSB9ILTbV8-00:19:10.616-00:19:12.751	GzSB9ILTbV8	00:19:10.616	00:19:12.751	We would learn it first	we would learn it first		train
GzSB9ILTbV8-00:19:12.818-00:19:16.088	GzSB9ILTbV8	00:19:12.818	00:19:16.088	Now Bernard Bragg was	now bernard bragg was		train
GzSB9ILTbV8-00:19:16.154-00:19:17.589	GzSB9ILTbV8	00:19:16.154	00:19:17.589	very clear and controlled.	very clear and controlled		valid
GzSB9ILTbV8-00:19:17.656-00:19:19.057	GzSB9ILTbV8	00:19:17.656	00:19:19.057	Whereas Malls wasn't that way.	whereas malls wasnt that way		valid
GzSB9ILTbV8-00:19:19.124-00:19:20.592	GzSB9ILTbV8	00:19:19.124	00:19:20.592	He was very creative.	he was very creative		train
GzSB9ILTbV8-00:19:20.659-00:19:22.928	GzSB9ILTbV8	00:19:20.659	00:19:22.928	So the technical	so the technical		train
GzSB9ILTbV8-00:19:22.995-00:19:25.130	GzSB9ILTbV8	00:19:22.995	00:19:25.130	and the creativity of Malls	and the creativity of malls		train
GzSB9ILTbV8-00:19:25.197-00:19:28.367	GzSB9ILTbV8	00:19:25.197	00:19:28.367	I was so lucky, because I	i was so lucky because i		test
GzSB9ILTbV8-00:19:28.433-00:19:29.568	GzSB9ILTbV8	00:19:28.433	00:19:29.568	from both of them.	from both of them		train
GzSB9ILTbV8-00:19:29.635-00:19:32.371	GzSB9ILTbV8	00:19:29.635	00:19:32.371	Course I was captivated	course i was captivated		train
GzSB9ILTbV8-00:19:32.437-00:19:34.806	GzSB9ILTbV8	00:19:32.437	00:19:34.806	but Bernard Bragg	but bernard bragg		train
GzSB9ILTbV8-00:19:34.873-00:19:37.276	GzSB9ILTbV8	00:19:34.873	00:19:37.276	was really fascinating	was really fascinating		train
GzSB9ILTbV8-00:19:41.547-00:19:44.416	GzSB9ILTbV8	00:19:41.547	00:19:44.416	My poetry mostly started	my poetry mostly started		train
GzSB9ILTbV8-00:19:44.483-00:19:45.417	GzSB9ILTbV8	00:19:44.483	00:19:45.417	started as written.	started as written		train
GzSB9ILTbV8-00:19:45.484-00:19:48.020	GzSB9ILTbV8	00:19:45.484	00:19:48.020	I started in fifth	i started in fifth		train
GzSB9ILTbV8-00:19:48.086-00:19:50.756	GzSB9ILTbV8	00:19:48.086	00:19:50.756	And I got published in	and i got published in		train
GzSB9ILTbV8-00:19:50.822-00:19:52.257	GzSB9ILTbV8	00:19:50.822	00:19:52.257	Bragg would publish them.	bragg would publish them		test
GzSB9ILTbV8-00:19:52.324-00:19:56.228	GzSB9ILTbV8	00:19:52.324	00:19:56.228	One of the earliest ones is in	one of the earliest ones is in		train
GzSB9ILTbV8-00:19:56.295-00:19:58.997	GzSB9ILTbV8	00:19:56.295	00:19:58.997	at that time.	at that time		train
GzSB9ILTbV8-00:19:59.064-00:20:02.134	GzSB9ILTbV8	00:19:59.064	00:20:02.134	And Malls, yeah, I wasn't	and malls yeah i wasnt		train
GzSB9ILTbV8-00:20:02.200-00:20:04.002	GzSB9ILTbV8	00:20:02.200	00:20:04.002	Let me say, I wasn't	let me say i wasnt		valid
GzSB9ILTbV8-00:20:04.069-00:20:06.271	GzSB9ILTbV8	00:20:04.069	00:20:06.271	I was translating other	i was translating other		train
GzSB9ILTbV8-00:20:06.338-00:20:07.472	GzSB9ILTbV8	00:20:06.338	00:20:07.472	I would write it.	i would write it		train
GzSB9ILTbV8-00:20:07.539-00:20:09.942	GzSB9ILTbV8	00:20:07.539	00:20:09.942	And I just felt that that	and i just felt that that		train
GzSB9ILTbV8-00:20:10.008-00:20:11.009	GzSB9ILTbV8	00:20:10.008	00:20:11.009	I was thinking in English.	i was thinking in english		train
GzSB9ILTbV8-00:20:11.076-00:20:12.544	GzSB9ILTbV8	00:20:11.076	00:20:12.544	I was writing in English.	i was writing in english		train
GzSB9ILTbV8-00:20:12.611-00:20:13.946	GzSB9ILTbV8	00:20:12.611	00:20:13.946	I was thinking	i was thinking		test
GzSB9ILTbV8-00:20:14.012-00:20:15.747	GzSB9ILTbV8	00:20:14.012	00:20:15.747	In the back of my mind,	in the back of my mind		train
GzSB9ILTbV8-00:20:15.814-00:20:17.449	GzSB9ILTbV8	00:20:15.814	00:20:17.449	But I just had to put	but i just had to put		test
GzSB9ILTbV8-00:20:17.516-00:20:20.085	GzSB9ILTbV8	00:20:17.516	00:20:20.085	in English in these	in english in these		train
GzSB9ILTbV8-00:20:20.152-00:20:22.754	GzSB9ILTbV8	00:20:20.152	00:20:22.754	with rhythm and rhyme and	with rhythm and rhyme and		train
GzSB9ILTbV8-00:20:22.821-00:20:23.522	GzSB9ILTbV8	00:20:22.821	00:20:23.522	in certain ways.	in certain ways		train
GzSB9ILTbV8-00:20:27.059-00:20:29.194	GzSB9ILTbV8	00:20:27.059	00:20:29.194	Malls wrote so many poems.	malls wrote so many poems		train
GzSB9ILTbV8-00:20:29.261-00:20:34.066	GzSB9ILTbV8	00:20:29.261	00:20:34.066	He wrote poems, songs, plays,	he wrote poems songs plays		train
GzSB9ILTbV8-00:20:34.132-00:20:35.767	GzSB9ILTbV8	00:20:34.132	00:20:35.767	And I actually have	and i actually have		train
GzSB9ILTbV8-00:20:35.834-00:20:37.769	GzSB9ILTbV8	00:20:35.834	00:20:37.769	I've kept them in	ive kept them in		train
GzSB9ILTbV8-00:20:37.836-00:20:39.137	GzSB9ILTbV8	00:20:37.836	00:20:39.137	It's really a treasure.	its really a treasure		train
GzSB9ILTbV8-00:20:39.204-00:20:40.505	GzSB9ILTbV8	00:20:39.204	00:20:40.505	It's amazing.	its amazing		train
GzSB9ILTbV8-00:20:40.572-00:20:42.841	GzSB9ILTbV8	00:20:40.572	00:20:42.841	So he fed me all of	so he fed me all of		train
GzSB9ILTbV8-00:20:42.908-00:20:43.575	GzSB9ILTbV8	00:20:42.908	00:20:43.575	that he'd written.	that hed written		train
GzSB9ILTbV8-00:20:43.642-00:20:45.110	GzSB9ILTbV8	00:20:43.642	00:20:45.110	And there was a lot of	and there was a lot of		test
GzSB9ILTbV8-00:20:45.177-00:20:47.679	GzSB9ILTbV8	00:20:45.177	00:20:47.679	And I was doing translation,	and i was doing translation		train
GzSB9ILTbV8-00:20:47.746-00:20:48.680	GzSB9ILTbV8	00:20:47.746	00:20:48.680	until much later.	until much later		train
GzSB9ILTbV8-00:20:52.050-00:20:57.656	GzSB9ILTbV8	00:20:52.050	00:20:57.656	I think I started,	i think i started		train
GzSB9ILTbV8-00:20:57.723-00:20:59.825	GzSB9ILTbV8	00:20:57.723	00:20:59.825	'77, somewhere	77 somewhere		train
GzSB9ILTbV8-00:20:59.891-00:21:02.427	GzSB9ILTbV8	00:20:59.891	00:21:02.427	was some linguistics research.	was some linguistics research		train
GzSB9ILTbV8-00:21:02.494-00:21:04.896	GzSB9ILTbV8	00:21:02.494	00:21:04.896	There was a class I	there was a class i		train
GzSB9ILTbV8-00:21:04.963-00:21:07.966	GzSB9ILTbV8	00:21:04.963	00:21:07.966	it was called at	it was called at		train
GzSB9ILTbV8-00:21:08.033-00:21:09.668	GzSB9ILTbV8	00:21:08.033	00:21:09.668	It was in English	it was in english		train
GzSB9ILTbV8-00:21:09.735-00:21:14.973	GzSB9ILTbV8	00:21:09.735	00:21:14.973	was learning linguistics study	was learning linguistics study		train
GzSB9ILTbV8-00:21:15.040-00:21:17.709	GzSB9ILTbV8	00:21:15.040	00:21:17.709	I was looking at linguistics	i was looking at linguistics		train
GzSB9ILTbV8-00:21:17.776-00:21:19.645	GzSB9ILTbV8	00:21:17.776	00:21:19.645	But this class was	but this class was		train
GzSB9ILTbV8-00:21:19.711-00:21:21.647	GzSB9ILTbV8	00:21:19.711	00:21:21.647	Oh, before I forget,	oh before i forget		train
GzSB9ILTbV8-00:21:21.713-00:21:25.450	GzSB9ILTbV8	00:21:21.713	00:21:25.450	So when I was in college, let's	so when i was in college lets		train
GzSB9ILTbV8-00:21:25.517-00:21:27.519	GzSB9ILTbV8	00:21:25.517	00:21:27.519	I took a sign language	i took a sign language		train
GzSB9ILTbV8-00:21:27.586-00:21:28.820	GzSB9ILTbV8	00:21:27.586	00:21:28.820	under Gill Eastman.	under gill eastman		train
GzSB9ILTbV8-00:21:28.887-00:21:30.422	GzSB9ILTbV8	00:21:28.887	00:21:30.422	And that was the	and that was the		train
GzSB9ILTbV8-00:21:30.489-00:21:33.425	GzSB9ILTbV8	00:21:30.489	00:21:33.425	that ASL and English	that asl and english		test
GzSB9ILTbV8-00:21:33.492-00:21:35.727	GzSB9ILTbV8	00:21:33.492	00:21:35.727	but completely equivalent.	but completely equivalent		train
GzSB9ILTbV8-00:21:35.794-00:21:39.698	GzSB9ILTbV8	00:21:35.794	00:21:39.698	Before that, I thought that	before that i thought that		train
GzSB9ILTbV8-00:21:39.765-00:21:42.167	GzSB9ILTbV8	00:21:39.765	00:21:42.167	And you know you had to	and you know you had to		valid
GzSB9ILTbV8-00:21:42.234-00:21:43.635	GzSB9ILTbV8	00:21:42.234	00:21:43.635	and make the ASL follow it.	and make the asl follow it		train
GzSB9ILTbV8-00:21:43.702-00:21:47.739	GzSB9ILTbV8	00:21:43.702	00:21:47.739	But now finally, I was learning	but now finally i was learning		train
GzSB9ILTbV8-00:21:47.806-00:21:50.676	GzSB9ILTbV8	00:21:47.806	00:21:50.676	ASL, was its own language.	asl was its own language		train
GzSB9ILTbV8-00:21:50.742-00:21:52.778	GzSB9ILTbV8	00:21:50.742	00:21:52.778	And I was kind of scared	and i was kind of scared		valid
GzSB9ILTbV8-00:21:52.844-00:21:55.981	GzSB9ILTbV8	00:21:52.844	00:21:55.981	I was embarrassed and I	i was embarrassed and i		test
GzSB9ILTbV8-00:21:56.048-00:21:58.417	GzSB9ILTbV8	00:21:56.048	00:21:58.417	I had grown up and	i had grown up and		train
GzSB9ILTbV8-00:21:58.483-00:22:02.521	GzSB9ILTbV8	00:21:58.483	00:22:02.521	co-opted by the whole idea	coopted by the whole idea		train
GzSB9ILTbV8-00:22:02.587-00:22:03.955	GzSB9ILTbV8	00:22:02.587	00:22:03.955	And that it was	and that it was		train
GzSB9ILTbV8-00:22:04.022-00:22:06.058	GzSB9ILTbV8	00:22:04.022	00:22:06.058	weren't as smart if	werent as smart if		train
GzSB9ILTbV8-00:22:06.124-00:22:07.392	GzSB9ILTbV8	00:22:06.124	00:22:07.392	you didn't know any English.	you didnt know any english		train
GzSB9ILTbV8-00:22:07.459-00:22:09.761	GzSB9ILTbV8	00:22:07.459	00:22:09.761	So what we used at home and	so what we used at home and		train
GzSB9ILTbV8-00:22:09.828-00:22:12.164	GzSB9ILTbV8	00:22:09.828	00:22:12.164	we didn't feel that was	we didnt feel that was		train
GzSB9ILTbV8-00:22:12.230-00:22:14.266	GzSB9ILTbV8	00:22:12.230	00:22:14.266	And if you ever did say	and if you ever did say		valid
GzSB9ILTbV8-00:22:14.332-00:22:16.201	GzSB9ILTbV8	00:22:14.332	00:22:16.201	they'd say, well, what's	theyd say well whats		train
GzSB9ILTbV8-00:22:16.268-00:22:18.003	GzSB9ILTbV8	00:22:16.268	00:22:18.003	What's the English word	whats the english word		valid
GzSB9ILTbV8-00:22:18.070-00:22:19.571	GzSB9ILTbV8	00:22:18.070	00:22:19.571	And if it didn't	and if it didnt		train
GzSB9ILTbV8-00:22:19.638-00:22:20.939	GzSB9ILTbV8	00:22:19.638	00:22:20.939	I'd say, well, I don't have one.	id say well i dont have one		test
GzSB9ILTbV8-00:22:21.006-00:22:22.340	GzSB9ILTbV8	00:22:21.006	00:22:22.340	They'd say, you see, it's	theyd say you see its		train
GzSB9ILTbV8-00:22:22.407-00:22:24.943	GzSB9ILTbV8	00:22:22.407	00:22:24.943	You don't have an English word	you dont have an english word		train
GzSB9ILTbV8-00:22:25.010-00:22:27.546	GzSB9ILTbV8	00:22:25.010	00:22:27.546	So I was trying to	so i was trying to		train
GzSB9ILTbV8-00:22:27.612-00:22:28.914	GzSB9ILTbV8	00:22:27.612	00:22:28.914	This is really puzzling.	this is really puzzling		valid
GzSB9ILTbV8-00:22:28.980-00:22:32.417	GzSB9ILTbV8	00:22:28.980	00:22:32.417	As I grew up I kept being	as i grew up i kept being		test
GzSB9ILTbV8-00:22:32.484-00:22:34.853	GzSB9ILTbV8	00:22:32.484	00:22:34.853	You were looked at as much	you were looked at as much		train
GzSB9ILTbV8-00:22:34.920-00:22:36.888	GzSB9ILTbV8	00:22:34.920	00:22:36.888	But if you signed	but if you signed		valid
GzSB9ILTbV8-00:22:36.955-00:22:37.589	GzSB9ILTbV8	00:22:36.955	00:22:37.589	That was quaint.	that was quaint		train
GzSB9ILTbV8-00:22:37.656-00:22:40.092	GzSB9ILTbV8	00:22:37.656	00:22:40.092	But it was very	but it was very		train
GzSB9ILTbV8-00:22:40.158-00:22:41.193	GzSB9ILTbV8	00:22:40.158	00:22:41.193	towards people who did.	towards people who did		train
GzSB9ILTbV8-00:22:41.259-00:22:42.994	GzSB9ILTbV8	00:22:41.259	00:22:42.994	You had to prove	you had to prove		train
GzSB9ILTbV8-00:22:43.061-00:22:45.530	GzSB9ILTbV8	00:22:43.061	00:22:45.530	by signing English and speaking	by signing english and speaking		train
GzSB9ILTbV8-00:22:45.597-00:22:47.165	GzSB9ILTbV8	00:22:45.597	00:22:47.165	And that's how you	and thats how you		train
GzSB9ILTbV8-00:22:47.232-00:22:48.734	GzSB9ILTbV8	00:22:47.232	00:22:48.734	were intelligent person.	were intelligent person		train
GzSB9ILTbV8-00:22:48.800-00:22:49.668	GzSB9ILTbV8	00:22:48.800	00:22:49.668	It was oppressive.	it was oppressive		train
GzSB9ILTbV8-00:22:49.735-00:22:50.936	GzSB9ILTbV8	00:22:49.735	00:22:50.936	And it was really distressing.	and it was really distressing		train
GzSB9ILTbV8-00:22:51.002-00:22:54.372	GzSB9ILTbV8	00:22:51.002	00:22:54.372	And there was no pride in our	and there was no pride in our		train
GzSB9ILTbV8-00:22:54.439-00:22:56.007	GzSB9ILTbV8	00:22:54.439	00:22:56.007	So in college it was even worse.	so in college it was even worse		train
GzSB9ILTbV8-00:22:56.074-00:22:58.510	GzSB9ILTbV8	00:22:56.074	00:22:58.510	The English, the	the english the		train
GzSB9ILTbV8-00:22:58.577-00:23:00.445	GzSB9ILTbV8	00:22:58.577	00:23:00.445	drilled into you even more.	drilled into you even more		train
GzSB9ILTbV8-00:23:00.512-00:23:03.548	GzSB9ILTbV8	00:23:00.512	00:23:03.548	So ASL was denigrated and	so asl was denigrated and		train
GzSB9ILTbV8-00:23:03.615-00:23:07.018	GzSB9ILTbV8	00:23:03.615	00:23:07.018	That one class I took help	that one class i took help		train
GzSB9ILTbV8-00:23:07.085-00:23:09.755	GzSB9ILTbV8	00:23:07.085	00:23:09.755	And I'm very, very	and im very very		valid
GzSB9ILTbV8-00:23:09.821-00:23:12.324	GzSB9ILTbV8	00:23:09.821	00:23:12.324	for having helped me with that.	for having helped me with that		train
GzSB9ILTbV8-00:23:12.390-00:23:13.959	GzSB9ILTbV8	00:23:12.390	00:23:13.959	So I was majoring in	so i was majoring in		train
GzSB9ILTbV8-00:23:14.025-00:23:16.294	GzSB9ILTbV8	00:23:14.025	00:23:16.294	as I said before,	as i said before		train
GzSB9ILTbV8-00:23:16.361-00:23:19.297	GzSB9ILTbV8	00:23:16.361	00:23:19.297	And there was a man name Ed,	and there was a man name ed		train
GzSB9ILTbV8-00:23:19.364-00:23:21.466	GzSB9ILTbV8	00:23:19.364	00:23:21.466	I'm pretty sure the	im pretty sure the		train
GzSB9ILTbV8-00:23:21.533-00:23:23.502	GzSB9ILTbV8	00:23:21.533	00:23:23.502	C-A-R-N-E-Y. Canny.	carney canny		train
GzSB9ILTbV8-00:23:23.568-00:23:24.369	GzSB9ILTbV8	00:23:23.568	00:23:24.369	Maybe it's Canny.	maybe its canny		test
GzSB9ILTbV8-00:23:29.574-00:23:30.575	GzSB9ILTbV8	00:23:29.574	00:23:30.575	It was a poetry class.	it was a poetry class		train
GzSB9ILTbV8-00:23:30.642-00:23:32.444	GzSB9ILTbV8	00:23:30.642	00:23:32.444	I was taking a poetry	i was taking a poetry		train
GzSB9ILTbV8-00:23:36.548-00:23:39.484	GzSB9ILTbV8	00:23:36.548	00:23:39.484	And at that time, liberal,	and at that time liberal		train
GzSB9ILTbV8-00:23:39.551-00:23:41.153	GzSB9ILTbV8	00:23:39.551	00:23:41.153	trying to get our game on.	trying to get our game on		test
GzSB9ILTbV8-00:23:41.219-00:23:43.421	GzSB9ILTbV8	00:23:41.219	00:23:43.421	Come on, let's just	come on lets just		train
GzSB9ILTbV8-00:23:43.488-00:23:44.856	GzSB9ILTbV8	00:23:43.488	00:23:44.856	try to write some poems.	try to write some poems		test
GzSB9ILTbV8-00:23:44.923-00:23:45.991	GzSB9ILTbV8	00:23:44.923	00:23:45.991	Let's go.	lets go		train
GzSB9ILTbV8-00:23:46.057-00:23:48.493	GzSB9ILTbV8	00:23:46.057	00:23:48.493	And kind of interesting,	and kind of interesting		train
GzSB9ILTbV8-00:23:48.560-00:23:50.695	GzSB9ILTbV8	00:23:48.560	00:23:50.695	my stuff at the same time.	my stuff at the same time		train
GzSB9ILTbV8-00:23:50.762-00:23:52.664	GzSB9ILTbV8	00:23:50.762	00:23:52.664	I thought, I wonder	i thought i wonder		valid
GzSB9ILTbV8-00:23:52.731-00:23:55.967	GzSB9ILTbV8	00:23:52.731	00:23:55.967	on a page in a visual way,	on a page in a visual way		train
GzSB9ILTbV8-00:23:56.034-00:23:59.304	GzSB9ILTbV8	00:23:56.034	00:23:59.304	would be spatially on the	would be spatially on the		train
GzSB9ILTbV8-00:23:59.371-00:24:02.174	GzSB9ILTbV8	00:23:59.371	00:24:02.174	So starting to play with	so starting to play with		train
GzSB9ILTbV8-00:24:02.240-00:24:04.476	GzSB9ILTbV8	00:24:02.240	00:24:04.476	but not really in space	but not really in space		train
GzSB9ILTbV8-00:24:04.543-00:24:06.778	GzSB9ILTbV8	00:24:04.543	00:24:06.778	because of course poetry	because of course poetry		train
GzSB9ILTbV8-00:24:06.845-00:24:09.681	GzSB9ILTbV8	00:24:06.845	00:24:09.681	Not like today that we see	not like today that we see		train
GzSB9ILTbV8-00:24:09.748-00:24:11.583	GzSB9ILTbV8	00:24:09.748	00:24:11.583	and that you could let it go.	and that you could let it go		train
GzSB9ILTbV8-00:24:11.650-00:24:14.219	GzSB9ILTbV8	00:24:11.650	00:24:14.219	Course, some poetry is just	course some poetry is just		train
GzSB9ILTbV8-00:24:14.286-00:24:16.421	GzSB9ILTbV8	00:24:14.286	00:24:16.421	But that's what we	but thats what we		train
GzSB9ILTbV8-00:24:16.488-00:24:19.825	GzSB9ILTbV8	00:24:16.488	00:24:19.825	So I started to think	so i started to think		valid
GzSB9ILTbV8-00:24:19.891-00:24:23.395	GzSB9ILTbV8	00:24:19.891	00:24:23.395	How could I put ASL	how could i put asl		train
GzSB9ILTbV8-00:24:23.461-00:24:26.097	GzSB9ILTbV8	00:24:23.461	00:24:26.097	But it wasn't yet out	but it wasnt yet out		train
GzSB9ILTbV8-00:24:28.667-00:24:31.169	GzSB9ILTbV8	00:24:28.667	00:24:31.169	I went to Boston, to	i went to boston to		test
GzSB9ILTbV8-00:24:31.236-00:24:36.474	GzSB9ILTbV8	00:24:31.236	00:24:36.474	to work the summer after	to work the summer after		train
GzSB9ILTbV8-00:24:36.541-00:24:39.978	GzSB9ILTbV8	00:24:36.541	00:24:39.978	And I was looking at	and i was looking at		train
GzSB9ILTbV8-00:24:40.045-00:24:43.615	GzSB9ILTbV8	00:24:40.045	00:24:43.615	And I was checking out the rules	and i was checking out the rules		test
GzSB9ILTbV8-00:24:43.682-00:24:46.117	GzSB9ILTbV8	00:24:43.682	00:24:46.117	And I was captivated by this.	and i was captivated by this		train
GzSB9ILTbV8-00:24:46.184-00:24:51.289	GzSB9ILTbV8	00:24:46.184	00:24:51.289	It was more of a formal science	it was more of a formal science		train
GzSB9ILTbV8-00:24:51.356-00:24:52.958	GzSB9ILTbV8	00:24:51.356	00:24:52.958	And I thought, well,	and i thought well		train
GzSB9ILTbV8-00:24:53.024-00:24:55.994	GzSB9ILTbV8	00:24:53.024	00:24:55.994	because sign language	because sign language		test
GzSB9ILTbV8-00:24:56.061-00:24:57.195	GzSB9ILTbV8	00:24:56.061	00:24:57.195	And they're not written down.	and theyre not written down		train
GzSB9ILTbV8-00:24:57.262-00:25:01.733	GzSB9ILTbV8	00:24:57.262	00:25:01.733	And that means you can analyze	and that means you can analyze		train
GzSB9ILTbV8-00:25:01.800-00:25:04.402	GzSB9ILTbV8	00:25:01.800	00:25:04.402	So Ursula Bellucci was working	so ursula bellucci was working		valid
GzSB9ILTbV8-00:25:04.469-00:25:07.772	GzSB9ILTbV8	00:25:04.469	00:25:07.772	working at that time to develop	working at that time to develop		train
GzSB9ILTbV8-00:25:07.839-00:25:08.874	GzSB9ILTbV8	00:25:07.839	00:25:08.874	and codify them.	and codify them		train
GzSB9ILTbV8-00:25:08.940-00:25:11.176	GzSB9ILTbV8	00:25:08.940	00:25:11.176	And I thought, wow, we've	and i thought wow weve		train
GzSB9ILTbV8-00:25:11.243-00:25:11.943	GzSB9ILTbV8	00:25:11.243	00:25:11.943	for ASL.	for asl		test
GzSB9ILTbV8-00:25:12.010-00:25:15.814	GzSB9ILTbV8	00:25:12.010	00:25:15.814	It's amazing, just like	its amazing just like		train
